run_accession	total_bases	total_spots	isolate	collection_date	geo_loc_name	host	biosample	library_strategy	library_selection	platform	instrument	bioproject	host_category
SRR31254305	189147336	678136	24-031166-001	2024	USA	Chicken	SAMN44611627	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	poultry_wildbird
SRR31254306	179495356	606481	24-031165-011	2024	USA	Cattle	SAMN44611626	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254307	240103418	809308	24-031165-009	2024	USA	Cattle	SAMN44611625	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254308	248734397	839406	24-031165-008	2024	USA	Cattle	SAMN44611624	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254309	282428132	955524	24-031162-002	2024	USA	Cattle	SAMN44611623	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254310	153472399	517816	24-031158-001	2024	USA	Cattle	SAMN44611622	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254311	199132799	671229	24-031157-001	2024	USA	Cattle	SAMN44611621	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254312	165462855	562681	24-030034-004	2024	USA	Cattle	SAMN44611585	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254313	207082725	697822	24-031156-001	2024	USA	Cattle	SAMN44611620	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254314	114357385	384454	24-031152-001	2024	USA	Cattle	SAMN44611619	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254315	80839116	276304	24-031862-001	2024	USA	Chicken	SAMN44611676	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	poultry_wildbird
SRR31254316	45996498	157828	24-031667-003	2024	USA	Chicken	SAMN44611675	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	poultry_wildbird
SRR31254317	52792182	181337	24-031667-002	2024	USA	Chicken	SAMN44611674	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	poultry_wildbird
SRR31254318	63527157	217922	24-031667-001	2024	USA	Chicken	SAMN44611673	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	poultry_wildbird
SRR31254319	76242534	261320	24-031666-003	2024	USA	Chicken	SAMN44611672	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	poultry_wildbird
SRR31254320	70489890	241165	24-031666-002	2024	USA	Chicken	SAMN44611671	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	poultry_wildbird
SRR31254321	138297574	468463	24-030167-001	2024	USA	Cattle	SAMN44611590	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254322	70168840	241117	24-031666-001	2024	USA	Chicken	SAMN44611670	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	poultry_wildbird
SRR31254323	59449909	203754	24-031663-003	2024	USA	Emu	SAMN44611669	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	other
SRR31254324	70664767	242427	24-031663-002	2024	USA	Emu	SAMN44611668	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	other
SRR31254325	73518518	251573	24-031663-001	2024	USA	Emu	SAMN44611667	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	other
SRR31254326	53809790	183473	24-031619-001	2024	USA	Cattle	SAMN44611666	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	cattle
SRR31254327	64893803	222202	24-031618-002	2024	USA	Cattle	SAMN44611665	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	cattle
SRR31254328	40920119	141304	24-031618-001	2024	USA	Cattle	SAMN44611664	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	cattle
SRR31254329	42381189	146071	24-031615-003	2024	USA	Cattle	SAMN44611663	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	cattle
SRR31254330	28261246	97118	24-031615-002	2024	USA	Cattle	SAMN44611662	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	cattle
SRR31254331	48020131	165329	24-031615-001	2024	USA	Cattle	SAMN44611661	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	cattle
SRR31254332	91808669	308745	24-030166-001	2024	USA	Cattle	SAMN44611589	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254333	179648880	608561	24-031349-002	2024	USA	Cattle	SAMN44611660	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254334	220393971	747777	24-031349-001	2024	USA	Cattle	SAMN44611659	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254335	36472294	123392	24-031346-001	2024	USA	Cattle	SAMN44611658	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	cattle
SRR31254336	194233600	658493	24-031334-001	2024	USA	Cattle	SAMN44611657	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254337	217835160	739908	24-031333-001	2024	USA	Cattle	SAMN44611656	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254338	236331204	800867	24-031331-001	2024	USA	Cattle	SAMN44611655	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254339	244612301	827570	24-031330-001	2024	USA	Cattle	SAMN44611654	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254340	251637770	855848	24-031329-001	2024	USA	Cattle	SAMN44611653	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254341	313042757	1067817	24-031326-001	2024	USA	Cattle	SAMN44611652	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254342	232800833	790490	24-031322-001	2024	USA	Cattle	SAMN44611651	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254343	123091805	415740	24-030165-001	2024	USA	Cattle	SAMN44611588	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254344	164502251	559343	24-031321-001	2024	USA	Cattle	SAMN44611650	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254345	187452743	635464	24-031314-004	2024	USA	Cattle	SAMN44611649	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254346	209158824	709251	24-031314-003	2024	USA	Cattle	SAMN44611648	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254347	153488653	518184	24-031145-001	2024	USA	Cattle	SAMN44611618	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254348	186286901	629316	24-031144-003	2024	USA	Cattle	SAMN44611617	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254349	171880044	579851	24-031144-002	2024	USA	Cattle	SAMN44611616	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254350	136885653	461378	24-031144-001	2024	USA	Cattle	SAMN44611615	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254351	174646440	589691	24-031097-002	2024	USA	Cattle	SAMN44611614	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254352	196795189	663758	24-031097-001	2024	USA	Cattle	SAMN44611613	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254353	260178594	881283	24-031096-004	2024	USA	Cattle	SAMN44611612	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254354	293564509	991551	24-031096-003	2024	USA	Cattle	SAMN44611611	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254355	105767028	356731	24-030034-002	2024	USA	Cattle	SAMN44611584	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254356	184988454	626919	24-031096-002	2024	USA	Cattle	SAMN44611610	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254357	209398126	706049	24-031096-001	2024	USA	Cattle	SAMN44611609	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254358	49495059	168536	24-031085-001	2024	USA	Cattle	SAMN44611608	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	cattle
SRR31254359	78852056	267632	24-031078-001	2024	USA	Chicken	SAMN44611607	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	poultry_wildbird
SRR31254360	31820624	108218	24-030781-001	2024	USA	Cattle	SAMN44611606	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	cattle
SRR31254361	86334431	294099	24-030737-002	2024	USA	Cattle	SAMN44611605	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254362	104578340	353298	24-030737-001	2024	USA	Cattle	SAMN44611604	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254363	112047414	378412	24-030734-001	2024	USA	Cattle	SAMN44611603	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254364	104795689	355357	24-030697-004	2024	USA	Cattle	SAMN44611602	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254365	108950391	369007	24-030697-002	2024	USA	Cattle	SAMN44611601	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254366	136744987	462603	24-030034-001	2024	USA	Cattle	SAMN44611583	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254367	70816011	238523	24-030592-002	2024	USA	Cattle	SAMN44611600	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254368	141603378	480016	24-030591-001	2024	USA	Cattle	SAMN44611599	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254369	108697700	368473	24-030587-001	2024	USA	Cattle	SAMN44611598	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254370	129182965	435975	24-030382-001	2024	USA	Cattle	SAMN44611597	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254371	100422333	340252	24-030323-001	2024	USA	Cattle	SAMN44611596	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254372	115737489	390991	24-030322-001	2024	USA	Cattle	SAMN44611595	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254373	104880923	354260	24-030318-003	2024	USA	Cattle	SAMN44611594	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254374	84436725	284582	24-030318-002	2024	USA	Cattle	SAMN44611593	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254375	80443608	272495	24-030318-001	2024	USA	Cattle	SAMN44611592	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254376	116808108	396587	24-030170-001	2024	USA	Turkey	SAMN44611591	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	poultry_wildbird
SRR31254377	57825230	196216	24-030033-007	2024	USA	Cattle	SAMN44611582	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31254378	111613432	378509	24-020285-006	2024	USA	Chicken	SAMN44611581	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	poultry_wildbird
SRR31168525	271946806	919527	24-028987-003	2024	USA	CATTLE	SAMN44492996	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31168526	181970909	619290	24-028987-002	2024	USA	CATTLE	SAMN44492995	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31168527	249443390	848166	24-028987-001	2024	USA	CATTLE	SAMN44492994	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31168528	135812653	460456	24-028986-002	2024	USA	CATTLE	SAMN44492993	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31168529	194613696	664972	24-028983-001	2024	USA	CATTLE	SAMN44492992	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31168530	386439482	1326775	24-028979-002	2024	USA	CATTLE	SAMN44492991	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31168531	323573025	1101848	24-028975-001	2024	USA	CATTLE	SAMN44492990	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31168532	78819969	270745	24-030584-001	2024	USA	CATTLE	SAMN44493012	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	cattle
SRR31168533	50938902	173317	24-030031-002	2024	USA	CATTLE	SAMN44493011	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	cattle
SRR31168534	53069621	180057	24-030031-001	2024	USA	CATTLE	SAMN44493010	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	cattle
SRR31168535	116896777	400563	24-029620-002	2024	USA	CATTLE	SAMN44493009	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31168536	153152451	522064	24-029620-001	2024	USA	CATTLE	SAMN44493008	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31168537	145510106	493781	24-029619-001	2024	USA	CATTLE	SAMN44493007	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31168538	142074332	488608	24-028969-016	2024	USA	CATTLE	SAMN44492989	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31168539	176776501	603153	24-029618-004	2024	USA	CATTLE	SAMN44493006	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31168540	204647666	703463	24-029618-003	2024	USA	CATTLE	SAMN44493005	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31168541	180028473	620582	24-029618-002	2024	USA	CATTLE	SAMN44493004	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31168542	192110146	661347	24-029616-002	2024	USA	CATTLE	SAMN44493003	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31168543	430080594	1451242	24-029616-001	2024	USA	CATTLE	SAMN44493002	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31168544	197504324	673942	24-029613-001	2024	USA	CATTLE	SAMN44493001	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31168545	178895843	613076	24-029612-001	2024	USA	CATTLE	SAMN44493000	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31168546	223468676	765901	24-029610-001	2024	USA	CATTLE	SAMN44492999	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31168547	198445818	679256	24-029606-002	2024	USA	CATTLE	SAMN44492998	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31168548	329928264	1128260	24-028988-001	2024	USA	CATTLE	SAMN44492997	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31168549	333999721	1140670	24-028969-013	2024	USA	CATTLE	SAMN44492988	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31168550	145606386	495270	24-028969-006	2024	USA	CATTLE	SAMN44492987	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31062724	152532384	525966	24-029374-002	2024	USA	CATTLE	SAMN44366287	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31062725	113375333	388968	24-029374-001	2024	USA	CATTLE	SAMN44366286	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31062726	89933353	304343	24-029185-001	2024	USA	CATTLE	SAMN44366285	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31062727	129936875	444665	24-029179-002	2024	USA	CATTLE	SAMN44366284	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31062728	195402172	668029	24-029174-001	2024	USA	CATTLE	SAMN44366283	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31062729	134581251	464976	24-029172-001	2024	USA	CATTLE	SAMN44366282	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31062730	60459615	204607	24-030010-002	2024	USA	CHICKEN	SAMN44366308	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	poultry_wildbird
SRR31062731	120960373	410187	24-029169-001	2024	USA	CATTLE	SAMN44366281	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31062732	53613732	181054	24-030010-001	2024	USA	CHICKEN	SAMN44366307	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	poultry_wildbird
SRR31062733	80724041	273453	24-029904-001	2024	USA	CATTLE	SAMN44366306	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	cattle
SRR31062734	68331278	231989	24-029903-001	2024	USA	CATTLE	SAMN44366305	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	cattle
SRR31062735	77165650	261695	24-029902-001	2024	USA	CATTLE	SAMN44366304	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	cattle
SRR31062736	92216559	313127	24-029900-001	2024	USA	CATTLE	SAMN44366303	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	cattle
SRR31062737	91526507	309800	24-029899-001	2024	USA	CATTLE	SAMN44366302	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	cattle
SRR31062738	87653701	297046	24-029898-001	2024	USA	CATTLE	SAMN44366301	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	cattle
SRR31062739	43906842	150153	24-029895-001	2024	USA	CATTLE	SAMN44366300	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	cattle
SRR31062740	47517775	161147	24-029894-002	2024	USA	CATTLE	SAMN44366299	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	cattle
SRR31062741	44251819	150252	24-029894-001	2024	USA	CATTLE	SAMN44366298	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	cattle
SRR31062742	68001860	229418	24-029166-001	2024	USA	CATTLE	SAMN44366280	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31062743	51451027	177547	24-029893-003	2024	USA	CATTLE	SAMN44366297	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	cattle
SRR31062744	40701158	138393	24-029893-002	2024	USA	CATTLE	SAMN44366296	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	cattle
SRR31062745	49884888	170670	24-029891-001	2024	USA	CATTLE	SAMN44366295	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	cattle
SRR31062746	118980297	406102	24-029379-003	2024	USA	CATTLE	SAMN44366294	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31062747	173701806	603168	24-029379-002	2024	USA	CATTLE	SAMN44366293	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31062748	183256335	633653	24-029379-001	2024	USA	CATTLE	SAMN44366292	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31062749	103591709	352066	24-029374-006	2024	USA	CATTLE	SAMN44366291	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31062750	107036217	365291	24-029374-005	2024	USA	CATTLE	SAMN44366290	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31062751	224406264	789210	24-029374-004	2024	USA	CATTLE	SAMN44366289	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31062752	157874351	546040	24-029374-003	2024	USA	CATTLE	SAMN44366288	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31062753	138784331	473205	24-028243-001	2024	USA	CATTLE	SAMN44366279	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31062754	124287652	423665	24-026219-013	2024	USA	CATTLE	SAMN44366278	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016521	43227855	147803	24-028356-001	2024	USA	Cattle	SAMN44308622	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	cattle
SRR31016522	46341021	155925	24-027502-001	2024	USA	Cattle	SAMN44308644	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016523	57485372	193577	24-027497-001	2024	USA	Cattle	SAMN44308643	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016524	90283734	304519	24-028772-004	2024	USA	Cattle	SAMN44308690	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016525	106433251	359762	24-028772-003	2024	USA	Cattle	SAMN44308689	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016526	170408796	575716	24-028772-002	2024	USA	Cattle	SAMN44308688	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016527	127534631	429918	24-028772-001	2024	USA	Cattle	SAMN44308687	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016528	120437889	405182	24-028771-001	2024	USA	Cattle	SAMN44308686	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016529	83992173	282047	24-028770-001	2024	USA	Cattle	SAMN44308685	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016530	87611343	294741	24-028762-003	2024	USA	Cattle	SAMN44308684	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016531	65461978	220095	24-028762-002	2024	USA	Cattle	SAMN44308683	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016532	113455403	382655	24-028762-001	2024	USA	Cattle	SAMN44308682	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016533	72642187	244752	24-027490-001	2024	USA	Cattle	SAMN44308642	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016534	132757596	447448	24-028761-003	2024	USA	Cattle	SAMN44308681	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016535	110124636	370925	24-028761-002	2024	USA	Cattle	SAMN44308680	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016536	105594404	355205	24-028761-001	2024	USA	Cattle	SAMN44308679	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016537	104321025	351566	24-028759-003	2024	USA	Cattle	SAMN44308678	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016538	75614701	254379	24-028759-002	2024	USA	Cattle	SAMN44308677	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016539	100872265	340162	24-028759-001	2024	USA	Cattle	SAMN44308676	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016540	81169047	273636	24-028758-003	2024	USA	Cattle	SAMN44308675	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016541	115181858	387912	24-028757-004	2024	USA	Cattle	SAMN44308674	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016542	135466316	456511	24-028747-003	2024	USA	Chicken	SAMN44308673	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	poultry_wildbird
SRR31016543	176898011	596266	24-028747-002	2024	USA	Duck	SAMN44308672	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	poultry_wildbird
SRR31016544	67519303	227497	24-027489-001	2024	USA	Cattle	SAMN44308641	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016545	93223437	313680	24-028747-001	2024	USA	Chicken	SAMN44308671	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	poultry_wildbird
SRR31016546	111087228	375946	24-028538-003	2024	USA	Cattle	SAMN44308647	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016547	130293317	439916	24-028538-002	2024	USA	Cattle	SAMN44308646	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016548	85001682	285949	24-028538-001	2024	USA	Cattle	SAMN44308645	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016549	110956138	374182	24-028537-004	2024	USA	Cattle	SAMN44308670	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016550	108458722	365789	24-028537-003	2024	USA	Cattle	SAMN44308669	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016551	102850529	348185	24-028537-001	2024	USA	Cattle	SAMN44308668	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016552	126401599	426945	24-028536-003	2024	USA	Cattle	SAMN44308667	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016553	124232448	419886	24-028536-002	2024	USA	Cattle	SAMN44308666	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016554	75553457	254828	24-028536-001	2024	USA	Cattle	SAMN44308665	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016555	101003438	340492	24-027478-001	2024	USA	Cattle	SAMN44308637	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016556	60402129	208695	24-028518-001	2024	USA	Turkey	SAMN44308635	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	poultry_wildbird
SRR31016557	84103398	285113	24-028516-003	2024	USA	Cattle	SAMN44308664	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016558	90700811	305981	24-028516-002	2024	USA	Cattle	SAMN44308663	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016559	81000032	272818	24-028516-001	2024	USA	Cattle	SAMN44308662	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR31016560	51716599	175967	24-028514-001	2024	USA	Cattle	SAMN44308634	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	cattle
