run_accession	total_bases	total_spots	isolate	collection_date	geo_loc_name	host	biosample	library_strategy	library_selection	platform	instrument	bioproject	host_category
SRR37041219	671868	1038	T001_OP_NAextract1	2025-02-11	USA: California	Bos taurus	SAMN54967917	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	cattle
SRR37041220	664080	893	T001_OP_NAextract1	2025-02-11	USA: California	Bos taurus	SAMN54967917	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	cattle
SRR37041221	11712415	9359	T001_OP_NAextract1	2025-02-11	USA: California	Bos taurus	SAMN54967917	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	cattle
SRR37041222	3927232	3128	T001_OP_NAextract1	2025-02-11	USA: California	Bos taurus	SAMN54967917	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	cattle
SRR37041223	46779318	58738	T001_AN_NAextract1	2025-02-11	USA: California	Bos taurus	SAMN54967916	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	cattle
SRR37041224	54990423	62126	T001_AN_NAextract1	2025-02-11	USA: California	Bos taurus	SAMN54967916	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	cattle
SRR37041225	3490920	4036	T001_AN_NAextract1	2025-02-11	USA: California	Bos taurus	SAMN54967916	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	cattle
SRR37041226	3851567	3811	T001_AN_NAextract1	2025-02-11	USA: California	Bos taurus	SAMN54967916	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	cattle
SRR37041227	1035047	1133	T012_AN_Naextract	2025-02-07	USA: California	Bos taurus	SAMN54967918	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	cattle
SRR37041228	73014	87	T012_AN_Naextract	2025-02-07	USA: California	Bos taurus	SAMN54967918	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	cattle
SRR37041229	126737	147	T012_AN_Naextract	2025-02-07	USA: California	Bos taurus	SAMN54967918	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	cattle
SRR37041230	15878595	19017	T001_OP_NAextract1	2025-02-11	USA: California	Bos taurus	SAMN54967917	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	cattle
SRR37041231	11823753	13952	T001_OP_NAextract1	2025-02-11	USA: California	Bos taurus	SAMN54967917	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	cattle
SRR37041232	30953722	25347	T001_AN_NAextract1	2025-02-11	USA: California	Bos taurus	SAMN54967916	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	cattle
SRR37041233	32176581	25156	T001_AN_NAextract1	2025-02-11	USA: California	Bos taurus	SAMN54967916	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	cattle
SRR37040741	165906852	179618	CP1_EC36	2025-03-06	USA: California		SAMN54966263	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040742	1579773	1638	EC70	2025-03-09	USA: California		SAMN54966262	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040743	123865727	120303	EC27_BF_CP2	2025-03-04	USA: California		SAMN54966277	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040744	119853537	130860	EC27_AF_CP2	2025-03-04	USA: California		SAMN54966276	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040745	3456252	3836	EC66	2025-03-08	USA: California		SAMN54966261	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040746	183512831	287939	EC27_OA_CP1	2025-03-04	USA: California		SAMN54966275	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040747	126081917	237836	EC27_Pl_1G_CP1	2025-03-04	USA: California		SAMN54966274	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040748	158030349	293077	EC27_Pl_1F_CP1	2025-03-04	USA: California		SAMN54966273	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040749	128061227	239513	EC27_Pl_1E_CP1	2025-03-04	USA: California		SAMN54966272	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040750	155571533	234238	EC27_Pl_1D_CP1	2025-03-04	USA: California		SAMN54966271	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040751	139622994	253808	EC27_Pl_1C_CP1	2025-03-04	USA: California		SAMN54966270	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040752	105960189	148305	EC27_Pl_1B_CP1	2025-03-04	USA: California		SAMN54966269	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040753	128361888	216243	EC27_Pl_1A_CP1	2025-03-04	USA: California		SAMN54966268	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040754	167659589	172243	CP1_EC_71	2025-03-09	USA: California		SAMN54966267	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040755	175715018	171853	CP1_EC70	2025-03-09	USA: California		SAMN54966266	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040756	922667	1091	EC22	2025-03-04	USA: California		SAMN54966260	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040757	178939637	224920	CP1_EC54	2025-03-07	USA: California		SAMN54966265	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040758	181852798	184297	CP1_EC47	2025-03-07	USA: California		SAMN54966264	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040759	156232365	163319	CP1_EC36	2025-03-06	USA: California		SAMN54966263	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040760	7890489	7376	EC70	2025-03-09	USA: California		SAMN54966262	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040761	14787855	14322	EC66	2025-03-08	USA: California		SAMN54966261	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040762	10194594	10135	EC22	2025-03-04	USA: California		SAMN54966260	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040763	25402646	21628	EC36	2025-03-06	USA: California		SAMN54966259	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040764	15634672	15677	EC54	2025-03-07	USA: California		SAMN54966258	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040765	43232237	37381	EC38	2025-03-06	USA: California		SAMN54966257	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040766	20733492	20190	EC60	2025-03-08	USA: California		SAMN54966256	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040767	13378441	13580	EC36	2025-03-06	USA: California		SAMN54966259	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040768	42691305	41831	EC71	2025-03-09	USA: California		SAMN54966255	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040769	85057276	87301	EC47	2025-03-07	USA: California		SAMN54966254	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040770	201887748	204342	EC27_BF_CP2	2025-03-04	USA: California		SAMN54966277	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040771	196581135	231750	EC27_AF_CP2	2025-03-04	USA: California		SAMN54966276	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040772	212495913	360327	EC27_OA_CP1	2025-03-04	USA: California		SAMN54966275	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040773	126648467	248673	EC27_Pl_1G_CP1	2025-03-04	USA: California		SAMN54966274	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040774	129754852	256783	EC27_Pl_1F_CP1	2025-03-04	USA: California		SAMN54966273	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040775	88789111	176147	EC27_Pl_1E_CP1	2025-03-04	USA: California		SAMN54966272	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040776	110005660	172585	EC27_Pl_1D_CP1	2025-03-04	USA: California		SAMN54966271	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040777	91437222	183600	EC27_Pl_1C_CP1	2025-03-04	USA: California		SAMN54966270	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040778	6866413	7874	EC54	2025-03-07	USA: California		SAMN54966258	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040779	82919632	128169	EC27_Pl_1B_CP1	2025-03-04	USA: California		SAMN54966269	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040780	92079693	161204	EC27_Pl_1A_CP1	2025-03-04	USA: California		SAMN54966268	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040781	135226028	147935	CP1_EC_71	2025-03-09	USA: California		SAMN54966267	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040782	143746553	147888	CP1_EC70	2025-03-09	USA: California		SAMN54966266	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040783	91675276	122194	CP1_EC54	2025-03-07	USA: California		SAMN54966265	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040784	72441867	80659	CP1_EC47	2025-03-07	USA: California		SAMN54966264	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040785	116885844	129660	CP1_EC36	2025-03-06	USA: California		SAMN54966263	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040786	589636	492	EC70	2025-03-09	USA: California		SAMN54966262	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040787	554736	514	EC66	2025-03-08	USA: California		SAMN54966261	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040788	1055561	995	EC22	2025-03-04	USA: California		SAMN54966260	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040789	14285480	15653	EC38	2025-03-06	USA: California		SAMN54966257	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040790	3823322	3316	EC36	2025-03-06	USA: California		SAMN54966259	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040791	1196073	1150	EC54	2025-03-07	USA: California		SAMN54966258	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040792	2549492	2369	EC38	2025-03-06	USA: California		SAMN54966257	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040793	1527703	1473	EC60	2025-03-08	USA: California		SAMN54966256	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040794	8485263	7624	EC71	2025-03-09	USA: California		SAMN54966255	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040795	21708422	21983	EC47	2025-03-07	USA: California		SAMN54966254	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040796	167721794	184931	EC27_BF_CP2	2025-03-04	USA: California		SAMN54966277	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040797	147646303	168334	EC27_AF_CP2	2025-03-04	USA: California		SAMN54966276	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040798	96541798	133032	EC27_OA_CP1	2025-03-04	USA: California		SAMN54966275	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040799	150156316	244516	EC27_Pl_1G_CP1	2025-03-04	USA: California		SAMN54966274	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040800	4989823	5602	EC60	2025-03-08	USA: California		SAMN54966256	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040801	109818833	172810	EC27_Pl_1F_CP1	2025-03-04	USA: California		SAMN54966273	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040802	106614142	167619	EC27_Pl_1E_CP1	2025-03-04	USA: California		SAMN54966272	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040803	130603895	182161	EC27_Pl_1D_CP1	2025-03-04	USA: California		SAMN54966271	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040804	91304621	139551	EC27_Pl_1C_CP1	2025-03-04	USA: California		SAMN54966270	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040805	107328466	136687	EC27_Pl_1B_CP1	2025-03-04	USA: California		SAMN54966269	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040806	132794612	203729	EC27_Pl_1A_CP1	2025-03-04	USA: California		SAMN54966268	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040807	155459463	173815	CP1_EC_71	2025-03-09	USA: California		SAMN54966267	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040808	199911233	217880	CP1_EC70	2025-03-09	USA: California		SAMN54966266	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040809	148490301	181604	CP1_EC54	2025-03-07	USA: California		SAMN54966265	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040810	185768393	205422	CP1_EC47	2025-03-07	USA: California		SAMN54966264	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040811	17350731	19038	EC71	2025-03-09	USA: California		SAMN54966255	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR37040812	34616731	42385	EC47	2025-03-07	USA: California		SAMN54966254	WGS	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1416438	unknown
SRR36163006	145559391	490650	25-025902-001	2025	USA	TURKEY	SAMN53332741	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	poultry_wildbird
SRR36163007	131076312	446000	25-025502-003	2025	USA	TURKEY	SAMN53332740	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	poultry_wildbird
SRR36163008	117677586	399370	25-025502-002	2025	USA	TURKEY	SAMN53332739	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	poultry_wildbird
SRR36163009	107703303	364460	25-025502-001	2025	USA	TURKEY	SAMN53332738	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	poultry_wildbird
SRR36163010	78216389	264842	25-026098-002	2025	USA	CHICKEN	SAMN53332737	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1219588	poultry_wildbird
SRR36163011	60759068	205156	25-026086-002	2025	USA	CHICKEN	SAMN53332736	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1219588	poultry_wildbird
SRR36163012	98933292	341538	25-026086-001	2025	USA	CHICKEN	SAMN53332735	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1219588	poultry_wildbird
SRR36163013	156947541	528785	25-026290-001	2025	USA	CHICKEN	SAMN53332753	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	poultry_wildbird
SRR36163014	197065339	662934	25-026289-002	2025	USA	TURKEY	SAMN53332752	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	poultry_wildbird
SRR36163015	108918039	367510	25-025802-003	2025	USA	CHICKEN	SAMN53332734	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	poultry_wildbird
SRR36163016	142743143	480415	25-026289-001	2025	USA	TURKEY	SAMN53332751	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	poultry_wildbird
SRR36163017	209888228	707075	25-026227-001	2025	USA	CHICKEN	SAMN53332750	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	poultry_wildbird
SRR36163018	136135890	458645	25-025899-001	2025	USA	DOMESTIC GROWER/MEAT-TYPE TURKEY	SAMN53332749	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	poultry_wildbird
SRR36163019	47082106	159821	25-026102-006	2025	USA	TURKEY	SAMN53332748	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1219588	poultry_wildbird
SRR36163020	50580944	170920	25-026102-005	2025	USA	TURKEY	SAMN53332747	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1219588	poultry_wildbird
SRR36163021	87839623	296612	25-026102-003	2025	USA	TURKEY	SAMN53332746	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1219588	poultry_wildbird
SRR36163022	53466980	179894	25-026102-002	2025	USA	TURKEY	SAMN53332745	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1219588	poultry_wildbird
SRR36163023	57560686	193737	25-026102-001	2025	USA	TURKEY	SAMN53332744	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1219588	poultry_wildbird
SRR36163024	79847595	271476	25-026099-002	2025	USA	TURKEY	SAMN53332743	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1219588	poultry_wildbird
SRR36163025	72137225	243512	25-026099-001	2025	USA	TURKEY	SAMN53332742	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1219588	poultry_wildbird
SRR36163026	119297240	401757	25-025802-002	2025	USA	CHICKEN	SAMN53332733	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	poultry_wildbird
SRR36163027	105054265	354278	25-025802-001	2025	USA	CHICKEN	SAMN53332732	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	poultry_wildbird
SRR35949423	69402936	234017	25-024057-003	2025	USA	DUCK	SAMN53088530	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1219588	poultry_wildbird
SRR35949424	151216471	509563	25-024189-001	2025	USA	TURKEY, DOMESTIC GROWER/MEAT-TYPE	SAMN53088529	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	poultry_wildbird
SRR35949425	78322320	264109	25-024186-002	2025	USA	TURKEY, DOMESTIC GROWER/MEAT-TYPE	SAMN53088528	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1219588	poultry_wildbird
SRR35949426	73581877	249664	25-024186-001	2025	USA	TURKEY, DOMESTIC GROWER/MEAT-TYPE	SAMN53088527	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1219588	poultry_wildbird
SRR35949427	84244542	283724	25-023924-005	2025	USA	TURKEY, DOMESTIC GROWER/MEAT-TYPE	SAMN53088526	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1219588	poultry_wildbird
SRR35949428	72669781	244922	25-023924-004	2025	USA	TURKEY, DOMESTIC GROWER/MEAT-TYPE	SAMN53088525	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1219588	poultry_wildbird
SRR35949429	59643498	200709	25-023924-003	2025	USA	TURKEY, DOMESTIC GROWER/MEAT-TYPE	SAMN53088524	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1219588	poultry_wildbird
SRR35949430	64151899	216141	25-023924-002	2025	USA	TURKEY, DOMESTIC GROWER/MEAT-TYPE	SAMN53088523	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1219588	poultry_wildbird
SRR35949431	45930171	155287	25-023924-001	2025	USA	TURKEY, DOMESTIC GROWER/MEAT-TYPE	SAMN53088522	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1219588	poultry_wildbird
SRR35949432	62643492	210931	25-024057-002	2025	USA	CHICKEN, DOMESTIC (NO BREED SPECIFIED)	SAMN53088521	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1219588	poultry_wildbird
SRR35150577	79000186	266232	25-021143-001	2025	USA	CATTLE	SAMN50804875	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	cattle
SRR34709337	60591683	203249	25-019681-001	2025	USA	CATTLE	SAMN50195841	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	cattle
SRR33993166	60982523	206365	25-016765-001	2025	USA	CATTLE	SAMN49104924	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1219588	cattle
SRR33943907	147473189	496380	25-013177-001	2025	USA	CATTLE	SAMN49009105	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	cattle
SRR33943908	130638749	439719	25-016334-001	2025	USA	CATTLE	SAMN49009104	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	cattle
SRR33764593	126434183	428320	25-013772-001	2025	USA	CATTLE	SAMN48808603	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	cattle
SRR33476829	136258725	457641	25-011565-001	2025	USA	CATTLE	SAMN48398773	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	cattle
SRR33476830	247254883	829913	25-007985-001	2025	USA	CATTLE	SAMN48398772	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	cattle
SRR33476831	265188236	893512	25-007484-009	2025	USA	CATTLE	SAMN48398771	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	cattle
SRR33319085	113374336	384520	25-010942-001	2025	USA	CATTLE	SAMN48151379	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	cattle
SRR33030013	162373300	548349	25-010142-001	2025	USA	CATTLE	SAMN47843961	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	cattle
SRR33030014	100640053	340378	25-006537-001	2025	USA	CATTLE	SAMN47843960	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	cattle
SRR33030015	293625821	995249	25-002644-003-v	2025	USA	CATTLE	SAMN47843959	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	cattle
SRR32974123	119612009	405464	25-008828-001	2025	USA	CATTLE	SAMN47777887	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	cattle
SRR32974124	137365748	465483	25-008827-001	2025	USA	CATTLE	SAMN47777886	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	cattle
SRR32654098	123771614	422344	25-003385-001	2025	USA	CATTLE	SAMN47305205	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	cattle
SRR32654099	168731313	574639	25-003285-008	2025	USA	CATTLE	SAMN47305204	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	cattle
SRR32654100	92462270	313625	25-003285-007	2025	USA	CATTLE	SAMN47305203	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	cattle
SRR32654101	79636039	270377	25-003285-006	2025	USA	CATTLE	SAMN47305202	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	cattle
SRR32654102	77495248	264305	25-003285-005	2025	USA	CATTLE	SAMN47305201	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	cattle
SRR32654103	90284804	306410	25-003285-002	2025	USA	CATTLE	SAMN47305200	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	cattle
SRR32654104	158137538	538291	25-002644-003	2025	USA	CATTLE	SAMN47305199	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	cattle
SRR32654105	134935030	454924	25-002644-002	2025	USA	CATTLE	SAMN47305198	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	cattle
SRR32654106	135240641	455983	25-002644-001	2025	USA	CATTLE	SAMN47305197	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	cattle
SRR32653731	171221692	577202	25-005483-001	2025	USA	CHICKEN	SAMN47304679	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	poultry_wildbird
SRR32512683	123977749	428255	25-004738-001	2025	USA	CATTLE	SAMN47130933	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	cattle
SRR32512684	330171951	1136419	25-004223-001	2025	USA	CATTLE	SAMN47130932	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	cattle
SRR32512685	112974671	381934	25-004382-001	2025	USA	CATTLE	SAMN47130931	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	cattle
SRR32512686	90235171	305171	25-004381-001	2025	USA	CATTLE	SAMN47130930	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	cattle
SRR32415931	50392031	171215	25-004046-001	2025	USA	CATTLE	SAMN46922971	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1219588	cattle
SRR32415932	59074434	201056	25-004003-002	2025	USA	CATTLE	SAMN46922970	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1219588	cattle
SRR32415933	54693732	187958	25-004003-001	2025	USA	CATTLE	SAMN46922969	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1219588	cattle
SRR32254301	245782354	849640	25-002645-006	2025	USA	CATTLE	SAMN46706025	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	cattle
SRR32254302	197916225	684675	25-002645-005	2025	USA	CATTLE	SAMN46706024	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	cattle
SRR32254303	577524060	1988914	25-002645-004	2025	USA	CATTLE	SAMN46706023	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	cattle
SRR32254304	493773973	1717977	25-002645-003	2025	USA	CATTLE	SAMN46706022	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1219588	cattle
SRR29165088	73862018	75759	084875-24-5	2024-03-13	USA: Ohio	Dairy cow	SAMN41527195	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165089	54927971	56682	084875-24-4	2024-03-13	USA: Ohio	Dairy cow	SAMN41527194	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165090	22609611	23756	084875-24-2	2024-03-13	USA: Ohio	Dairy cow	SAMN41527193	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165091	104936377	91095	078707-24-4	2024-03-13	USA: Ohio	Dairy cow	SAMN41527192	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165092	42567490	45475	078707-24-2	2024-03-13	USA: Ohio	Dairy cow	SAMN41527191	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
